COMMENTS;SHELF;PN;DESC;QTY;;COND;SN;TAG INFO;TAG INFO;TAG DATE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3004005;GEAR-OIL PUMP;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;###############################################################################################################################################################################################################################################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;NAS620C10L;WASHER;728;EA;NE;N/A;BOEING INVOICE / COC;OEM COC;21/06/2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3106806-01;ELBOW;1;EA;OH;N/A;LUFTHANSA EASA;EASA FORM 1;28/01/2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3005664;SHAFTGEAR-BEVEL GOVERNOR DRIVE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3006731;COUPLING - SHAFT;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3006960;BODY ASSY-MAIN SCAV PMP OUTER;1;EA;OH;N/A;DALLAS AIRMOTIVE FAA Dual Release;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3100142-01;SCREW-PLANET GEAR BOLT;3;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3007101;CONNECTOR .4375-20 2 HOLE;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3007102;ELBOW SCAVENGE OIL TRANS FR.;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3007103;ELBOW-PRESSURE OIL TRANSFER FRONT;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3007105;TUBE TRANSFER;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;18/05/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3008784;GEAR-SPUR;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3009024;BOLT-CPRSR TURB STUB SHAFT;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3009024;BOLT-CPRSR TURB STUB SHAFT;1;EA;OH;N/A;Dallas Air Motive FAA 8130 DR;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3028664;GEAR-SPUR MAIN PRESSURE PUMP;2;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078;TCCA 24-0078;27/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3011217;SWIVEL JOINT-CASING PP CONT REAR;1;EA;OH;N\A;TCCA 24-0078 PRATT&WHITNEY ;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3011684;LEVER FOLLOWER PROP REV CONTROL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012177;SHAFT COUPLING SCAV. PUMP;1;EA;OH;1-82-0;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012178;SHAFT SCAVENGE PUMP DRIVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012287;NUT-PL;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3028279;TUBE-TRANSFER PROP OIL;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3028145CL1;SHAFT-FIRST STAGE PLANET GEAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012341;HOUSING-OIL RETURN CHECK VALVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3024669;RING-RETAINING PROPELLER SHAFT OIL;1;EA;OH;N/A;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012491;TUBE TRANSFER PACKING .525X1.185;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3023679;PLATE-SEAL RTNG TURB.INTERSTAGE;1;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078;TCCA 24-0078;23/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012516;SEAT - PRESSURE RELIEF VALVE SPRING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3012536;ROD-INTERNALLY THDED;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3013145;TUBE-PROP.SHAFT OIL TRANSFER;1;EA;OH;N/A;DALLAS AIRMOTIVE 8130;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3013305;ADAPTER-OIL TANK;1;EA;OH;N/A;DALLAS AIRMOTIVE 8130;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3023252;ADAPTER-1ST STAGE CARRIER;1;EA;OH;1007;Dallas Airmotive Faa 8130 DR;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3022333;BRACKET-ENGINE LIFTING;1;EA;OH;NSN;COVINGTON 8130;FAA 8130;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3013306;TRAY-OIL DE-AERATOR;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;20/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3016003;SCAVENGE PUMP SPACER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3020358;SLEEVE-FUEL HEATER CHECK VALVE;1;EA;OH;N/A;PRATT&WHITNEY TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3016158;HOUSING-RELIEF VALVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3016158;HOUSING-RELIEF VALVE;1;EA;OH;N/A;DALLAS AIRMOTIVE 8130;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-8;3017479;NUT-PLAIN;1;EA;OH;N/A;PRATT&WHITNEY TCCA 24-0078;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3002149;TUBE TRANSFER .974X.990;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3002459;SPACER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3003957;CARRIER-OIL SEAL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3003973;TUBE TRANSFER .715X.855;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;15/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3003974;TUBE-TRANSFER;2;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3004086;TUBE-TRANSFER .715X1.115;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3004183;TUBE-TRANSFER .311X.805;2;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3005399;SPACER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3006246;RING-EXT;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3006505;DRAIN VALVE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3006731;COUPLING - SHAFT;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3007319;NUT PLAIN ROUND 2.125-20X.225;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3008145;TUBE-ACC GEARBOX BREATHER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3008657;DEFLECTOR-OIL SCAVENGE PUMP;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3008778;COUPLING-SCAVENGE PUMP DRIVE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3010195;ROD;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3010466;FUEL CONTROL ARM;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3011158;FUEL MANIFOLD LOCK PLATE;14;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;31/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3011291;CAM-PROPELLER CONTROL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3011292;EXTENSION FUEL CONTROL ARM;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3011426;NOZZLE-OIL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3011533;REAR FIRE SEAL MOUNTING BRACKET;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3012124;HOUSING ASY MAIN SCAV PUMP IN;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3013143;NOZZLE OIL 2ND STG REDN;2;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3013143;NOZZLE OIL 2ND STG REDN;3;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3013146;ADAPTER-PROP SHAFT OIL TRANS TUBE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;15/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3013294;PLUG;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3013306;TRAY-OIL DE-AERATOR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3017477;NUT-PLAIN ROUND;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3017479;NUT-PLAIN;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019248;TRANSFER TUBE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019249;TRANSFER TUBE F/HEATER-OIL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019250;TRANSFER TUBE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019263;NUT;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019299;FUEL HEATER BRACKET;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019330;RETAINING PLATE;2;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019487;TERMINAL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3019488;TERMINAL PUSH-PULL REAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3021291;SEAT;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3021779;TUBE-NO.3+NO.4 BRG SCAV;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3021848;#1 BEARING OIL SLINGER SPACER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3022041;#3 BEARING SPACER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3022999;FRONT AIR PRESSURE TUBE ASSY;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3023252;ADAPTER-1ST STAGE CARRIER;1;EA;OH;2153;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3023254;STOP-2ND STAGE SUN GEAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3023679;PLATE-SEAL RTNG TURB.INTERSTAGE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3024033;#4 BEARING OIL NOZZLE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3024914;TRANSFER TUBE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3024921;CHECK VALVE COVER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3026648;OIL TANK ADAPTER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3026653;STRAINER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3026654;STRAINER SLEEVE-SCAVENGE OIL;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3026831;THERMOCOUPLE TRIM COVER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3027693;WASHER-THRUST 1ST STAGE SUN GEAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3028684;RETAINING PLATE;3;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3030383;COVER ASSY - MAIN PRESSURE PUMP;1;EA;OH;844;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3031539;SCREEN;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3100614-01;SPACER;2;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3101538-01;OIL SEAL CARRIER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3103345-01;RETAINER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3103345-01;RETAINER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;3115154-01;#3 & #4 BEARING OIL PRESSURE TUBE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;ST3007-052;METERING PLUG;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHELF E-3;BOX-9;ST3007-052;METERING PLUG;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;03/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF A-1;3013045;CASE ASSY-COMPRESSOR INLET;1;EA;RP;17233;Dallas Airmotive Reparable Tag;REPAIRABLE TAG;19/08/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAPERWORK TO FIND;SHELF A-2;3024862;POWER TURBINE STATOR-ASYO;1;EA;OH;8C261;FAA 8130 SIFCO TURBINE COMPONENT ;FAA 8130 ;March 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAPERWORK FOUND;SHELF A-2;3028396;DIAPHRAGM ASSY-ACCESSORY GEARBOX;1;EA;OH;29016;Vector Aerospace Sep 2011 Fichier 102586 Page 65;Vector Aerospace Sep 2011 Fichier 102586 Page 65;01/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAPERWORK TO FIND;SHELF A-2;221287;DIAPHRAGM ASSY;1;EA;NE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF A-3;3023906;RING - MTG,TOP,REAR FIRESEAL,ASYO;1;EA;RP;;;;15/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF A-3;3036759;TUBE-INSU.AIR PRESS.GOV.REAR ASYO;1;EA;RP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
