COMMENTS;SHELF;PN;DESC;QTY;;COND;SN;TAG INFO;TAG INFO;TAG DATE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3024287;HOUSING-SCAVENGE PUMP;1;EA;OH;PWC95L3293;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;02/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3008778;COUPLING-SCAVENGE PUMP DRIVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3005665;COUPLING GOV. DRIVE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3027425;COMPRESSOR BLEED VALVE COVER;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;31/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3006731;COUPLING - SHAFT;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3100142-01;SCREW-PLANET GEAR BOLT;5;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3004005;GEAR-OIL PUMP;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;06/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3100615-01;VALVE ASSY - PRESSURE REGULATING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;05/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3102546-01;NUT-PLAIN ROUND;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;05/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3109380-01;NUT-PLAIN ROUND;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3007319;NUT PLAIN ROUND 2.125-20X.225;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3008179;GEARSHAFT-BEVEL;1;EA;OH;A-124;TEMPR TURBINES INC. - 8130;FAA 8130;15/01/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3010454;LEVER FUEL CONTROL ACTUATING;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3028145CL1;SHAFT-FIRST STAGE PLANET GEAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3028145CL1;SHAFT-FIRST STAGE PLANET GEAR;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-10;SHELF D-4;3010674;BEARING-RLR;1;EA;AR;H3419;Covington tag;Covington tag;27/06/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3006246;RING-EXT;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;07/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3022340;RING HALF-MOUNTING CONTAINMENT RING;1;EA;OH;N/A;Dallas Airmotive Faa 8130 DR;FAA 8130;15/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3024566;SEAT-BY PASS VALVE;1;EA;OH;N/A;TCAC 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3008146;TUBE-TRANSFER;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3010455;LEVER FUEL CONTROL ACTUATING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3012178;SHAFT SCAVENGE PUMP DRIVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3008145;TUBE-ACC GEARBOX BREATHER;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3022340;RING HALF-MOUNTING CONTAINMENT RING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3022341;RING HALF MOUNTING CONTAINMENT;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3006731;COUPLING - SHAFT;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;21/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3003957;CARRIER-OIL SEAL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3016158;HOUSING-RELIEF VALVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3024559;SEAT-CHECK VALVE;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;21/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3005665;COUPLING GOV. DRIVE;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;21/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3011204;TUBE-NO.3 BRG PRESS OIL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY ;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3011838;COUPLING-TUBE BLKHD;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3017299;CLEVIS-ROD END;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3010458;ROD-INTERNALLY THDED;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3010536;TUBE-NO.3 BRG OIL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3007105;TUBE TRANSFER;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3008657;DEFLECTOR-OIL SCAVENGE PUMP;1;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3018834;COUPLING POWER TURBINE SHAFT;1;EA;OH;8A802;TCCA 24-0078 PRATT&WHITNEY FEB2006 Scanned_8-28-2014_383 Page 10 ;TCCA 24-0078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3100142-01;SCREW-PLANET GEAR BOLT;5;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3004085;CARRIER OIL SEAL;4;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY ;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-11;SHELF D-4;3011291;CAM-PROPELLER CONTROL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;21/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3016003;SCAVENGE PUMP SPACER;4;EA;OH;N/A;STANDARD AERO LTD - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3028393;SEAT - CHECK VALVE;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3008179;GEARSHAFT-BEVEL;1;EA;OH;9-60-9;TEMPR TURBINES INC. - 8130;FAA 8130;15/01/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3024920;SPRING;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3024560 SB3178;VALVE CHECK;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3029306;SEAL-AIR COMPRESSOR TURBINE ROTOR;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3019248;TRANSFER TUBE;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3113604-01;LOCK SPRING INSERT;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3010195;ROD;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3028684;RETAINING PLATE;3;EA;OH;N/A;STANDARD AERO LTD - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3010455;LEVER FUEL CONTROL ACTUATING;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3019257;BALL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3008145;TUBE-ACC GEARBOX BREATHER;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3024567;VALVE-BY PASS;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3011872;ELECTRICAL CONNECTOR BRACKET;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;12/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3003862;NUT-SPANNER COMPR BRG;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3019263;NUT;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3021693;FUEL HEATER BRACKET;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;083859-001;BRACKET ASSY-HINGE;1;EA;FN;359284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3028456;GEAR SET-SUN 1ST STAGE REDUCTION;1;EA;AR;24E888;TEMPR TURBINE packing slip;TEMPR TURBINE packing slip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3016158;HOUSING-RELIEF VALVE;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3004005;GEAR-OIL PUMP;2;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3006505;DRAIN VALVE;2;EA;OH;56618 & 56576;COVINGTON AIRCRAFT 12/2006;COVINGTON AIRCRAFT 12/2006;06/12/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3010455;LEVER FUEL CONTROL ACTUATING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3010457;PIN STRAIGHT FLAT HEAD DRD;1;EA;OH;;TCCA 24-0078 STANDARD AERO;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3024037;PLATE RETAINING TUBE;1;EA;OH;N/A;STANDARD AERO Transport Canada DR;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3100612-01;PRV PISTON;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3100611-01;PRV SPRING SEAT;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3019249;TRANSFER TUBE F/HEATER-OIL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3019487;TERMINAL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3011291;CAM-PROPELLER CONTROL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3004179;CARRIER-SEAL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3103830-01;OIL NOZZLE;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3008657;DEFLECTOR-OIL SCAVENGE PUMP;1;EA;OH;N/A;STANDARD AERO TCCA24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3108388-02;WASHER, KEY;1;EA;OH;N/A;LUFTHANSA AERO;JAA FORM 1;10/04/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;AS3217-188;RING;1;EA;OH;N/A;LUFTHANSA AERO;JAA FORM 1;10/04/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;AS3226-06;TEE;1;EA;OH;N/A;LUFTHANSA AERO;JAA FORM 1;10/04/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3010455;LEVER FUEL CONTROL ACTUATING;1;EA;OH;N/A;ATLANTIC TURBINES TCCA 24-0078;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3026653;STRAINER;1;EA;OH;N/A;STANDARD AERO LTD - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3026831;THERMOCOUPLE TRIM COVER;1;EA;OH;N/A;STANDARD AERO LTD - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3003957;CARRIER-OIL SEAL;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3005665;COUPLING GOV. DRIVE;2;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3015527;SEAL-AIR COMPRESSOR TURBINE STATOR;1;EA;OH;N/A;TCCA PWC Canada Feb 2006;TCCA 24-0078;17/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3008360;GEARSHAFT ASY-MAIN SCAV PUMP;1;EA;OH;N/A;STANDARD AERO TCCA24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3011158;FUEL MANIFOLD LOCK PLATE;14;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3011217;SWIVEL JOINT-CASING PP CONT REAR;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3004029;GALLERY-MAIN OIL TRANSFER;1;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078;TCCA 24-0078;18/05/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;3004085;CARRIER OIL SEAL;2;EA;OH;N/A;STANDARD AERO TCCA24-0078;TCCA 24-0078;11/05/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;STD3061-11;BOLT;12;EA;NE;N/A;Werner ID Tag;Werner ID Tag;02/01/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;90474-1;TRIMMER;1;EA;NE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;4-301-061-02;PICK UP;1;EA;SV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-12;SHELF D-4;MS21256-3;CLIP;25;EA;NE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3013440;HOUSING-FUEL HEATER CHECK VALVE;1;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078 ;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3024560;VALVE-CHECK;1;EA;OH;N/A;PRATT&WHITNEY - TCCA 24-0078;TCCA 24-0078;22/02/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3004509;NUT SPANNER;1;EA;OH;N/A;DALLAS AIRMOTIVE 8130;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3004586;WASHER-THR-1STG CARRIER;1;EA;OH;4-155-3;DALLAS AIRMOTIVE 8130;FAA 8130;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3016003;SCAVENGE PUMP SPACER;5;EA;OH;N/A;DALLAS AIRMOTIVE 8130;FAA 8130;15/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3100142-01;SCREW-PLANET GEAR BOLT;7;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;22/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3004005;GEAR-OIL PUMP;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;27/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3005665;COUPLING GOV. DRIVE;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;28/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3035567;SEAL-AIR,CPRSR TURB STATOR,ASSY OF;1;EA;OH;PWC04M257;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;10/02/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3013305;ADAPTER-OIL TANK;1;EA;OH;71;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;01/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3020936;DIPSTICK OIL TANK;1;EA;OH;N/A;STANDARD AERO - TCCA 24-0078;TCCA 24-0078;11/05/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3021779;TUBE-NO.3+NO.4 BRG SCAV;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;26/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3101826-01;SHAFT-PLANET GEAR;4;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;28/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3033497;RING HALF-SPACER;2;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;27/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3021579;TRANSFER TUBE ASSY-XFR PACKING;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;27/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOX-13;SHELF E-4;3010536;TUBE-NO.3 BRG OIL;1;EA;OH;N/A;TCCA 24-0078 PRATT&WHITNEY;TCCA 24-0078;18/05/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
