AC_Type,MPN,DESIGNATION,ATA,CAPABILITY,PMA,DOA,DER,Code_OEM,Design_OEM
B777,315W1298-10,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-10SP,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-11,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-11SP,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-12,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-12SP,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-23,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-23SP,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-24,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-24SP,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-25,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-25SP,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-26,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-26SP,FAN REVERSER ASSY RH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-27,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-27SP,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-28,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,,
B777,315W1298-29,FAN REVERSER ASSY LH,78,"EASA, FAA",,,,,
B777,315W1298-30,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,,
B777,315W1298-5009,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5010,FTR GE90-115 RH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5011,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5012,FTR GE90-115 RH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5023,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5024,FTR GE90-115 RH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5025,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5026,FTR GE90-115 RH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5027,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-5029,FTR GE90-115 LH POST SB,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-53,FTR LH GE90-115,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-54,FTR RH GE90-115,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-55,FTR LH GE90-115,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-56,FTR RH GE90-115,78,"EASA, FAA",,,,81205,BOEING
B777,315W1298-9,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1298-9SP,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-1,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-14,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-16,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-17,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-18,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-19,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-20,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-21,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-22,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-23,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1500-24,TRANSCOWL GE90-90,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-1,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-13,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-14,TRANSCOWL GE90-115,78,"EASA, FAA",,,,,
B777,315W1580-2,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-3,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-4,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,315W1580-5,TRANSCOWL GE90-115,78,"EASA, FAA, CAAC",,,,81205,BOEING
B777,3-1618,WHEEL MLG B777-300 TPS,32,"EASA, FAA, CAAC",,,,97153,GOODRICH
B777,3-1619,WHEEL NLG B777-300 TPS,32,"EASA, FAA, CAAC",,,,97153,GOODRICH
B777,316-6004-009,UNDERWATER LOCATOR BEACON,23,"EASA, FAA",,,,,
B777,3-1666,WHEEL MLG 300ER 200LR,32,"EASA, FAA",,,,97153,GOODRICH
B777,31-7612-5,LIGHT,33,"EASA, FAA, CAAC",,,,72914,HONEYWELL
B777,3177657-5,TRANSDUCER B777,80,"EASA, FAA",,,,7X000,HONEYWELL
B777,31-8137-5,LIGHT ASSY NAVIGATIONAL,33,"EASA, FAA",,,,72914,HONEYWELL
B777,31-8138-1,LIGHT,33,"EASA, FAA",,,,72914,HONEYWELL
B777,3202804-1,IP CHECK VALVE,36,"EASA, FAA, CAAC",,,,59364,HONEYWELL
B777,3210-005DB067,TRASH COMPACTOR,25,"EASA, FAA",,X,X,29780,MAG AERO
B777,3210-005WB070,TRASH COMPACTOR,25,"EASA, FAA",,X,X,5J154,
B777,3210005WB093,TRASH COMPACTOR,25,"EASA, FAA",,X,X,29780,MAG AERO
B777,3215302-4,VALVE PRSOV/HPSOV,36,"EASA, FAA, CAAC",,,X,59364,HONEYWELL
B777,3215302-5,VALVE PRSOV/HPSOV,36,"EASA, FAA, CAAC",,,X,59364,HONEYWELL
B777,3290744-10,FAN AIR MODULATING VALVE,36,"EASA, FAA, CAAC",,X,,59364,HONEYWELL
B777,3290744-11,FAN AIR MODULATING VALVE,36,"EASA, FAA, CAAC",,X,,59364,HONEYWELL
B777,3290770-5,ISOLATION VALVE,36,"EASA, FAA, CAAC",X,,X,,
B777,3290770-6,ISOLATION VALVE,36,"EASA, FAA, CAAC",X,,X,59364,HONEYWELL
B777,3290888-1,VALVE-AFT/BULK CARGO HEAT,21,"EASA, FAA, CAAC",,,,59364,HONEYWELL
B777,3290888-2,VALVE-AFT/BULK CARGO HEAT,21,"EASA, FAA, CAAC",,,,59364,HONEYWELL
B777,3290888-3,AFT/BULK CARGO HEAT VALVE,21,"EASA, FAA, CAAC",,,,59364,HONEYWELL
B777,3290976-2,START VALVE,80,"EASA, FAA, CAAC",X,X,X,,
B777,3290976-4,START VALVE,80,"EASA, FAA, CAAC",X,X,X,,
B777,3291676-2,STARTER AIR VALVEB777-300,80,"EASA, FAA",,,,,
B777,3399100-20,HP FAN AIR VALVE AIR CTRL,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,3399100-21,HP FAN AIR VALVE AIR CTRL,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,3399100-30,HP AND FAN AIR CONTROLLER,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,3399100-31,HP AND FAN AIR CONTROLLER,36,"EASA, FAA, CAAC",X,,X,59364,HONEYWELL
B777,3399100-41,HP AND FAN AIR CONTROLLER,36,"EASA, FAA, CAAC",X,,X,59364,HONEYWELL
B777,3399102-10,CONTROLLER ASSY - PRSOVG,36,"EASA, FAA",X,,,,
B777,3399102-11,PRSOV CONTROLLER,36,"EASA, FAA, CAAC",X,,,,
B777,3399102-20,CONTROLLER ASSY - PRSOVG,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,3399102-30,PRSOV CONTROLLER,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,3399102-40,PRSOV CONTROLLER,36,"EASA, FAA, CAAC",X,,,59364,HONEYWELL
B777,34600042-1,FIRE EXTINGUISHER,26,"EASA, FAA, CAAC",,X,,05167,PACIFIC SCIE
B777,34600056-1,EXTINGUISHER,26,"EASA, FAA, CAAC",,X,,05167,PACIFIC SCIE
B777,350-122-802-0,OIL TANK CAP PRE SB790038,79,"EASA, FAA, CAAC",,,,062W0,GE
B777,350-122-803-0,OIL TANK CAP POST 79-0038,79,"EASA, FAA",,,,062W0,GE
B777,350-122-804-0,OIL TANK CAP POST 79-0038,79,"EASA, FAA",,,,,
B777,350-708-806-0,START VALVE,80,"EASA, FAA",X,,,GSAGE,MIGRATION
B777,350-708-808-0,START VALVE,80,"EASA, FAA",X,,,,
B777,350-713-102-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
B777,350-713-103-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
B777,351-702-201-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
B777,351-702-202-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
B777,351-702-801-0,SENSOR PT25,73,"EASA, FAA",,,,,
B777,351-702-803-0,SENSOR PT25,73,"EASA, FAA, CAAC",,,,,
B777,351-703-903-0,CAP ASSY OIL,79,"EASA, FAA, CAAC",,,,062W0,GE
B777,351-703-904-0,CAP ASSY OIL,79,"EASA, FAA, CAAC",,,,062W0,GE
B777,351-704-801-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,062W0,GE
B777,351-704-802-0,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
B777,351-706-101-0,HEATED SENSOR T25,73,"EASA, FAA, CAAC",,,,,
B777,3552AAAEAACXCD,"CYLINDER-OXYGEN,PORTABLE",35,"EASA, FAA, CAAC",,,,53655,AVOX
B777,3890010-102,RELIEF VALVE,32,"EASA, FAA, CAAC",,,,92003,PARKER
B777,3890010-103,RELIEF VALVE,32,"EASA, FAA, CAAC",,,,93835,PARKER
B777,3900029-105,VBV ACTUATOR,75,"EASA, FAA, CAAC",,,,,
B777,4073770-902,PANEL-EFIS CONTROL,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4073870-901,DISPLAY SELECT PANEL,31,"EASA, FAA, CAAC",,X,,58960,HONEYWELL
B777,4073870-902,DISPLAY SELECT PANEL,31,"EASA, FAA",,X,,58960,HONEYWELL
B777,4073970-901,CURSOR CTL DEVICE LEFT,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4073970-951,CURSOR CTL DEVICE RIGHT,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4075300-902,MODULE-CPM/BASIC,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4075350-902,MODULE-CPM/ACMF,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4075400-902,MODULE-CPM/GG,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4075450-903,MODULE-CPM/COMM,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4075500-902,MODULE INPUT/ OUTPUT,31,"EASA, FAA",,,,58960,HONEYWELL
B777,4089300-901,MODULE CPM/STD,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4089350-901,MODULE PCM,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4089400-901,MODULE CPM/GG,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4089450-901,MODULE CPM/COMM,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4089500-901,MODULE INPUT/ OUTPUT,31,"EASA, FAA, CAAC",,,,58960,HONEYWELL
B777,4100941A,COOLING FAN,21,"EASA, FAA",,,,,
B777,4100941B,COOLING FAN,21,"EASA, FAA, CAAC",,,,55820,HAMILTON
B777,4100941C,COOLING FAN,21,"EASA, FAA, CAAC",,,,45153,HAMILTON
B777,4100941D,COOLING FAN,21,"EASA, FAA, CAAC",,,,45153,HAMILTON
B777,4100943,COOLING FAN,21,"EASA, FAA",,,X,,
B777,4100943A,COOLING FAN,21,"EASA, FAA",,,X,00000,
B777,4100943B,COOLING FAN,21,"EASA, FAA",,,X,45153,HAMILTON
B777,4100943C,COOLING FAN,21,"EASA, FAA",,,X,45153,HAMILTON
B777,4100943D,COOLING FAN,21,"EASA, FAA, CAAC",,X,X,45153,HAMILTON
B777,4100945A,COOLING FAN,21,"EASA, FAA, CAAC",,,,45153,HAMILTON
B777,4100945B,COOLING FAN,21,"EASA, FAA, CAAC",,,,45153,HAMILTON
B777,4100947,COOLING FAN,24,"EASA, FAA, CAAC",,,,45153,HAMILTON
B777,4102107,COOLING FAN,21,"EASA, FAA, CAAC",,,X,99167,HAMILTON
B777,4102107A,COOLING FAN,21,"EASA, FAA, CAAC",,X,X,,
B777,418W1010-743A,CENTER OXYGEN BOX 4 MASKS,25,"EASA, FAA",,,,81205,BOEING
B777,418W1010-753A,CENTER OXYGEN BOX ASS,35,"EASA, FAA",,,,81205,BOEING
B777,418W1010-763A,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W1015-1331B,BOX AY PASS SVCE UNIT,35,"EASA, FAA",,,,81205,BOEING
B777,418W1015-1332B,BOX ASSY OXYGENE 3 MASK,25,"EASA, FAA",,,,81205,BOEING
B777,418W1015-331A,BOX AY OXY 3 MASK GASEOUS,25,"EASA, FAA",,,,81205,BOEING
B777,418W1015-4431B,OUTBD OXYGEN BOX ASSY LH,25,"EASA, FAA",,,,81205,BOEING
B777,418W1015-4432B,OUTBD OXYGEN BOX ASSY RH,25,"EASA, FAA",,,,81205,BOEING
B777,418W1080-2211B,ATTENDANT LAVATORY OXYGEN,35,"EASA, FAA",,,,81205,BOEING
B777,418W1080-2312A,BOX OXYGEN TOILET,25,"EASA, FAA",,,,81205,BOEING
B777,418W1080-2312B,BOX OXYGEN TOILET,25,"EASA, FAA",,,,81205,BOEING
B777,418W1080-2312D,ATTENDANT LAVATORY OXYGEN,35,"EASA, FAA",,,,81205,BOEING
B777,418W1080-2323A,BOX GASEOUS 2 MASK OXY,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-033B,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-043B,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-046B,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-053B,BOX ASSY CENTER OXYGEN,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-056B,BOX ASSY CENTER OXYGEN,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-063B,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-066B,CENTER OXYGEN BOX ASSEMBL,35,"EASA, FAA",,,,81205,BOEING
B777,418W2010-083B,BOX ASSY CENTER OXYGEN,0,"EASA, FAA",,,,81205,BOEING
B777,418W2010-086B,BOX ASY CENTER OXYGEN,0,"EASA, FAA",,,,81205,BOEING
B777,4-273-03,TRANSFORMER RECTIFIER,24,"EASA, FAA, CAAC",,,,08748,ELDEC
B777,4305790050,BRAKE TEMP MONITOR UNIT,32,"EASA, FAA, CAAC",,,,F0217,SAFRAN
B777,4305790060,TYRE PRESS MONITOR UNIT,32,"EASA, FAA, CAAC",,,,F6137,MESSIER
B777,4305890060,BRAKE TEMPERATURE MODULE,32,"EASA, FAA, CAAC",,,,F0217,SAFRAN
B777,43100-12,POWER DRIVE UNIT,25,"EASA, FAA",X,X,,31645,GOODRICH
B777,4313100-01-6600,OVEN,25,"EASA, FAA",,X,,H0212,B/E AEROSPAC
B777,4321554,LIGHT AY,33,"EASA, FAA",,X,,F0280,INTERTECH
B777,4321561,LIGHT AY,33,"EASA, FAA",,X,,F0214,ZODIA AERO
B777,4321577,LIGHT AY,33,"EASA, FAA",,X,,F0280,INTERTECH
B777,4321584,LIGHT AY,33,"EASA, FAA",,X,,F0280,INTERTECH
B777,4323100-00-66-22,STEAM OVEN,25,"EASA, FAA",,X,,H0212,B/E AEROSPAC
B777,4323100-01-6622,STEAM OVEN,25,"EASA, FAA",,X,,H0212,B/E AEROSPAC
B777,4360004-85-00-18,WATER BOILER,25,"EASA, FAA",,,,001JK,EMBRAER
B777,473474-3,FIRE EXTINGUISHER,26,"EASA, FAA",,,,61423,KIDDE TECHNO
B777,473475-3,FIRE EXTINGUISHER,26,"EASA, FAA, CAAC",,,,61423,KIDDE TECHNO
B777,473854-3,FIRE EXT BOTTLE,26,"EASA, FAA",,,,61423,KIDDE TECHNO
B777,473876-3,FIRE EXT BOTTLE,26,"EASA, FAA",,,,61423,KIDDE TECHNO
B777,476W2220-1H,CRADLE BLUE GRAY,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-2H,CRADLE BLUE GRAY,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-7G,CRADDLE,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-7H,CRADLE BLUE GRAY,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-7N,CRADLE BLUE GRAY,23,"EASA, FAA",,,,89954,BAE SYSTEMS
B777,476W2220-9G,CRADLE,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-9H,CRADLE BLUE GRAY,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,476W2220-9N,CRADDLE ASSY ATTENDANT,23,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,488550-09-01,ACTUATOR CNTRL ELECTRONIC,27,"EASA, FAA",,X,,89954,BAE SYSTEMS
B777,488550-10-01,ACTUATOR CNTRL ELECTRONIC,27,"EASA, FAA, CAAC",,X,,89954,BAE SYSTEMS
B777,488550-10-02,ACTUATOR CNTRL ELECTRONIC,27,"EASA, FAA, CAAC",,X,,89954,BAE SYSTEMS
B777,49-177-12,PRIMARY FLIGHT COMPUTER,27,"EASA, FAA, CAAC",,,,K0656,BAE SYSTEMS
B777,4A3795-1,RESERVOIR ASSEMBLY,25,"EASA, FAA, CAAC",,,,0ACH4,GOODRICH
B777,5010758-101,LPTACC VALVE,72,"EASA, FAA, CAAC",,,,92003,PARKER
B777,5010758-103,LPTACC VALVE,72,"EASA, FAA, CAAC",,,,,
B777,5010759-101,CCC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5010759-102,CCC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5010759-103,CCC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5500A1ABF23A,OXYGEN BOTTLE,35,"EASA, FAA, CAAC",,,,53655,AVOX
B777,5500A1ABF23B,OXYGEN CYLINDER,35,"EASA, FAA, CAAC",,,,53655,AVOX
B777,5500A9XF23A,BOUTEILLE O2 PORTABLE,35,"EASA, FAA, CAAC",,,,53655,AVOX
B777,568-1-29115-002,BOOST PUMP MOTOR,28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,568-1-29115-004,"MOTOR-BOOST PUMP,FUEL",28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,568-1-29117-002,OVERRIDE JETTISON PUMP,28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,568-1-29117-003,OVERRIDE JETTISON PUMP,28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,568-1-30080-001,FUEL BOOST PUMP MOTOR,28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,568-1-30080-002,FUEL BOOST PUMP MOTOR,28,"EASA, FAA, CAAC",,,,K2523,EATON
B777,5700-1-11,AUDIO MANAGEMENT UNIT,23,"EASA, FAA, CAAC",,,,30242,AVTECH TYEE
B777,5701-1-1,AUDIO CTL PANEL,23,"EASA, FAA, CAAC",,,X,30242,AVTECH TYEE
B777,5910500-106,HPTACC VALVE,75,"EASA, FAA, CAAC",,,,92003,PARKER
B777,5910503-102,LPTACC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5910503-105,LPTACC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5910504-103,CCC VALVE,75,"EASA, FAA, CAAC",,,,92003,PARKER
B777,5910504-104,CCC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5910504-105,CCC VALVE,75,"EASA, FAA, CAAC",,,,,
B777,5A3109-1,OFF WING SLIDE ASSY,25,"EASA, FAA",,,,0ACH4,GOODRICH
B777,6026-01,INTEGRATED REFUEL PANEL,28,"EASA, FAA, CAAC",,X,,K5294,GE
B777,6026-02,INTEGRATED REFUEL PANEL,28,"EASA, FAA, CAAC",,X,,K5294,GE
B777,6026-03,INTEGRATED REFUEL PANEL,28,"EASA, FAA, CAAC",,X,,U0J60,ONTIC
B777,60-4791-3,POWER SUPPLY UNIT,33,"EASA, FAA, CAAC",,,,72914,HONEYWELL
B777,606802-2,VACCUM BLOWER,38,"EASA, FAA, CAAC",,X,,70210,HONEYWELL
B777,622-5130-205,WRCP,31,"EASA, FAA",,,,4V792,ROCKWELL
B777,622-5130-211,WEATHER RADAR CONT  PANEL,31,"EASA, FAA",,,,4V792,ROCKWELL
B777,622-5130-801,WEATHER RADAR CNTL PANEL,31,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
B777,622-5132-631,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
B777,622-5132-632,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
B777,622-5132-633,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA",,,,4V792,ROCKWELL
B777,622-5132-634,E/R RADAR,34,"EASA, FAA",,,,4V792,ROCKWELL
B777,622-5136-002,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",X,,,,
B777,622-5136-202,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",X,,,4V792,ROCKWELL
B777,622-5136-802,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",X,,,4V792,ROCKWELL
B777,622-5136-822,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA",X,,,4V792,ROCKWELL
B777,622-5137-001,0406048/F-P ANTENNA,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
B777,622-5137-601,0304152/FLAT PLATE ANTENN,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
B777,62538-105,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62538-107,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62538-109,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,,
B777,62538-111,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62538-115,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62538-117,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62539-106,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62539-108,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62539-110,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,,
B777,62539-112,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62539-116,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62539-118,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62540-201,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62540-203,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62540-401,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62540-403,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62541-202,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62541-204,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62541-402,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62541-404,RESERVOIR AND VALVE ASSY,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62771-119,SLIDE DOOR,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62771-120,SLIDE DOOR,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62771-123,SLIDE DOOR,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62771-124,SLIDE DOOR,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62771-127,SLIDE DOOR,25,"EASA, FAA",,,,70167,AIR CRUISERS
B777,62771-128,SLIDE DOOR,25,"EASA, FAA",,,,70167,AIR CRUISERS
B777,62772-215,SLIDE DOOR_2 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62772-216,SLIDE DOOR_2 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62772-223,SLIDE DOOR_2 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62772-224,SLIDE DOOR_2 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62772-231,SLIDE DOOR_2 LH,25,"EASA, FAA",,,,,
B777,62772-232,SLIDE DOOR_2 RH,25,"EASA, FAA",,,,,
B777,62773-319,SLIDE DOOR_3 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62773-320,SLIDE DOOR_3 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62773-327,SLIDE DOOR_3 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62773-328,SLIDE DOOR_3 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62773-335,SLIDE DOOR_3 LH,25,"EASA, FAA",,,,70167,AIR CRUISERS
B777,62773-336,SLIDE DOOR_3 RH,25,"EASA, FAA",,,,70167,AIR CRUISERS
B777,62774-415,SLIDE DOOR_4 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62774-416,SLIDE DOOR_4 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62774-423,SLIDE DOOR_4 LH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62774-424,SLIDE DOOR_4 RH,25,"EASA, FAA, CAAC",,,,70167,AIR CRUISERS
B777,62774-431,SLIDE DOOR_4 LH,25,"EASA, FAA",,,,,
B777,62774-432,SLIDE DOOR_4 RH,25,"EASA, FAA",,,,,
