AC_Type,MPN,DESIGNATION,ATA,CAPABILITY,PMA,DOA,DER,Code_OEM,Design_OEM
A320,0154GL5,T12 TEMPERATURE SENSOR,73,"EASA, FAA, CAAC",,,,F2276,AUXITROL
A320,01N65900,EMERG.LOCATOR TRANSMITTER,25,"EASA, FAA, CAAC",,,,F6614,ELTA
A320,01N65920,EMERG.LOCATOR TRANSMITTER,25,"EASA, FAA, CAAC",,,,F6614,ELTA
A320,064-50000-0202,VHF COM TRANSCEIVER,23,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,064-50000-0505,"VHF COM TRANSCEIVER,RTA-4",23,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,065-50001-0100,COMMAND SENSOR UNIT,27,"EASA, FAA",,,,,
A320,065-50001-0200,COMMAND SENSOR UNIT,27,"EASA, FAA",,,,D4829,DIEHL
A320,066-01127-1101,ATC MODE S-TRANSPONDEUR,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-01127-1402,ATC MODE S TRANSPONDER,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50007-0202,TRANSCEIVER RADIO ALTI,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50007-0212,TRANSCEIVER RADIO ALTI,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50007-0222,TRANSCEIVER-RADIO ALTIMTR,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50007-0232,RADIOALTIMETER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50007-0432,RADIOALTIMETER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50008-0405,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50008-0407,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50008-0409,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,066-50012-0202,"VOR/MARK. RECEIVER,RVA36B",34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50012-0212,"VOR/MARK. RECEIVER,RVA36B",34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50013-0202,DME INTERROGATOR,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50013-0232,DME INTERROGATOR,34,"EASA, FAA",,,,,
A320,066-50014-0202,"ADF RECEIVER,DFA-75B",34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,066-50029-1161,MULT.MOD.RECEIVER,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,0861ED,PROBE ANGLE OF ATTACK,34,"EASA, FAA",,,,59885,ROSEMOUNT
A320,0871DP3,ICE DETECTOR,30,"EASA, FAA, CAAC",,,,59885,ROSEMOUNT
A320,0871DP4,ICE DETECTOR,30,"EASA, FAA, CAAC",,,,59885,ROSEMOUNT
A320,0871DP5-1,ICE DETECTOR,30,"EASA, FAA",,,,59885,ROSEMOUNT
A320,088256-04644,BRAKE ACCUMULATOR,32,"EASA, FAA",,,,F1801,OLAER INDUST
A320,1058-34,TYRE PRESS INDICATOR UNIT,32,"EASA, FAA",,,,F6137,MESSIER
A320,106-1-1100-02,ACTUATOR,49,"EASA, FAA",,X,X,D2638,ELEKTRO-MET
A320,1070C0000-01,ACTUATOR FLAP 1RH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1070C0000-02,ACTUATOR-FLAP N�1 RH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1071B0000-02,ACTUATOR FLAP 1LH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1071B0000-04,ACTUATOR FLAP 1LH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1071C0000-01,ACTUATOR FLAP 1LH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1071C0000-02,ACTUATOR-FLAP N�1 LH,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1072A0000-04,"ACTUATOR-FLAP,N�2",27,"EASA, FAA",,,,K0377,GOODRICH
A320,1072D0000-01,ACTUATOR FLAP N�2,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1072D0000-02,ACTUATOR-FLAP N�2,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1073A0000-04,ACTUATOR FLAP 3,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1073C0000-01,ACTUATOR FLAP,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1073C0000-02,ACTUATOR-FLAP N�3,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1074A0000-04,ACTUATOR FLAP 4,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1074C0000-01,ACTUATOR FLAP,27,"EASA, FAA",,,,K0377,GOODRICH
A320,1074C0000-02,ACTUATOR-FLAP N�4,27,"EASA, FAA",,,,K0377,GOODRICH
A320,114193003,ACTUATOR RETRACTION,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,114193005,ACTUATOR RETRACTION,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,114193006,ACTUATOR RETRACTION,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,114193007,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,114193008,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,114193244,PISTON ROD SUB ASSY,32,"EASA, FAA, CAAC",,,,,
A320,1151324-1,TRANSMITTER-EMERG. LOCAT.,23,"EASA, FAA, CAAC",,,X,07217,HONEYWELL
A320,1151324-1M310,TRANSMITTER EMERG LOCAT,23,"EASA, FAA, CAAC",,,X,07217,HONEYWELL
A320,1151324-1M463,TRANSMITTER-EMERG. LOCAT,25,"EASA, FAA, CAAC",,,X,07217,HONEYWELL
A320,1153046-1M540,EMERG.LOCATOR TRANSMITTER,25,"EASA, FAA, CAAC",,,X,,
A320,1153426-1M366,EMER LOC TRANS  PORTABLE,23,"EASA, FAA",,,,07217,HONEYWELL
A320,1153534-1M525,BALISE ELT,23,"EASA, FAA",,,,07217,HONEYWELL
A320,115370-0105,FLIGHT CTRL DATA CONCENTR,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-0106,FCDC,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1016,FCDC,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1118,FLIGHT CONTROL DATA CONCE,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1216,FCDC,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1318,FLIGHT CONTROL DATA CONCE,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1319,FLIGHT CONTROL DATA CONCE,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1519,FLIGHT CONTROL DATA CONCE,27,"EASA, FAA, CAAC",,,,D4856,NORTHROP
A320,115370-1520,FCDC,27,"EASA, FAA",,,,D4856,NORTHROP
A320,115370-1521,FLIGHT CONTROL DATA COMPU,27,"EASA, FAA",,,,D4856,NORTHROP
A320,1211313-010,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,98391,ARKWIN
A320,121664-8,BALLSCREW ACTUATOR,75,"EASA, FAA",,,,59364,HONEYWELL
A320,121666-13,MASTER BALLSCREW,75,"EASA, FAA",,,,59364,HONEYWELL
A320,121666-14,MASTER BALLSCREW,75,"EASA, FAA",,,,GSAGE,MIGRATION
A320,125A3,VISUAL INDICATOR,79,"EASA, FAA",,,,,
A320,1263A0000-02,AIR CYCLE MACHINE,21,"EASA, FAA",X,X,X,F1958,LIEBHERR
A320,1263A0000-03,AIR CYCLE MACHINE,21,"EASA, FAA",X,X,X,F1958,LIEBHERR
A320,12664,CHECK VALVE,21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
A320,129100-9,POWER DRIVE UNIT,25,"EASA, FAA",,,,C1572,TELAIR
A320,1298A0000-01,CHECK VALVE,21,"EASA, FAA, CAAC",,,,F1958,LIEBHERR
A320,1312A0000-01,BYPASS-VALVE,21,"EASA, FAA, CAAC",X,,,F1958,LIEBHERR
A320,1312B0000-01,BYPASS-VALVE,21,"EASA, FAA, CAAC",X,,,F1958,LIEBHERR
A320,1312B0000-02,BYPASS-VALVE,21,"EASA, FAA, CAAC",X,,,F1958,LIEBHERR
A320,1320A0000-01,TRIM AIR VALVE,21,"EASA, FAA, CAAC",X,,,F1958,LIEBHERR
A320,1320A0000-02,TRIM AIR VALVE,21,"EASA, FAA, CAAC",X,,,F1958,LIEBHERR
A320,1324M12P10,VSV ACTUATOR,75,"EASA, FAA, CAAC",,,X,,
A320,1348M79P10,HYDRO MECHANICAL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1348M79P11,HYDRO MECHANICAL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1348M79P12,HYDRO MECHANICAL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1348M79P13,HYDRO MECHANICAL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1348M79P14,HYDRO MECHANICAL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1374-100-000,EQAR,31,"EASA, FAA, CAAC",,,,F9111,THALES
A320,1374-100-002,EQAR,31,"EASA, FAA, CAAC",,,,F9111,THALES
A320,1374-200-002,"QUICK ACC.RECORD.,OPTICAL",31,"EASA, FAA, CAAC",,,,F9111,THALES
A320,13C15L212170003,CONTAINER-THREE MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,13C15L212170004,CONTAINER-THREE MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,13C15R212170003,CONTAINER-THREE MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,13C15R212170004,CONTAINER-THREE MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,1407KID01-02,FUEL QUANTITY INDICATOR,28,"EASA, FAA, CAAC",,,,U0J60,ONTIC
A320,1407KID02-03,FUEL QUANTITY INDICATOR,28,"EASA, FAA, CAAC",,,,U0J60,ONTIC
A320,1407KIDC1-01,FUEL QUANTITY INDICATOR,28,"EASA, FAA, CAAC",,,,K5294,GE
A320,1412KID01-02,FUEL QUANTITY INDICATOR,28,"EASA, FAA, CAAC",,,,U0J60,ONTIC
A320,1412KID02-03,FUEL QUANTITY INDICATOR,28,"EASA, FAA, CAAC",,,,U0J60,ONTIC
A320,14320-001B1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,,
A320,14320-001C1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,C0002,NORD-MICRO
A320,14320-001C2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,,
A320,14320-002B1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14320-002C1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14320-002C2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-004A1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-004A2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-004B1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-004B2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-004C1,TOILET ASSEMBLY_LH,38,"EASA, FAA, CAAC",,X,,29780,MAG AERO
A320,14330-004C2,TOILET ASSEMBLY RH,38,"EASA, FAA, CAAC",,,,29780,MAG AERO
A320,14330-008-1,TOILET ASSEMBLY LH,38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-008-2,TOILET ASSEMBLY RH,38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-050,FLUSH VALVE,38,"EASA, FAA, CAAC",,X,,29780,MAG AERO
A320,14330-230,FLUSH_VALVE,38,"EASA, FAA",,X,,29780,MAG AERO
A320,14330-350,GENERATOR-VACUUM,38,"EASA, FAA",X,,,29780,MAG AERO
A320,14330-375,GENERATOR-VACUUM,38,"EASA, FAA",X,,,29780,MAG AERO
A320,14400-230A1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,C0002,NORD-MICRO
A320,14400-230A2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14400-230B1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,C0002,NORD-MICRO
A320,14400-230B2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,29780,MAG AERO
A320,14400-230C1,"TOILET ASSY-VACUUM,LH",38,"EASA, FAA",,X,,,
A320,14400-230C2,"TOILET ASSY-VACUUM,RH",38,"EASA, FAA",,X,,,
A320,14404-010,CONTROLLER VACUUM SYSTEM,38,"EASA, FAA, CAAC",,,,29780,MAG AERO
A320,14404-011,CONTROLLER VACUUM SYSTEM,38,"EASA, FAA, CAAC",,,,29780,MAG AERO
A320,14404-011-1,CONTROLLER VACUUM SYSTEM,38,"EASA, FAA, CAAC",,,,,
A320,14404-011A,CONTROLLER VACCUUM,0,"EASA, FAA, CAAC",,,,29780,MAG AERO
A320,14404-011B,CONTROLLER VACUUM SUSTEM,38,"EASA, FAA, CAAC",,,,29780,MAG AERO
A320,1459M55P28,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1459M55P32,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1459M55P34,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,14C15L212170000,CONTAINER 02,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15L212170003,CONTAINER OXYGEN,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15L212170004,CONTAINER OXYGEN,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15L215170009,CONTAINER ASSY-CHEMICAL O,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15L215170100,HYBRID O2 CONTAINER,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15R212170000,CONTAINER 02 PSU,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15R212170003,CONTAINER OXYGEN,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15R212170004,CONTAINER OXYGEN,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15R215170009,CONTAINER ASSY-CHEMICAL O,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C15R215170100,HYBRID O2 CONTAINER,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C22L212170004,CONTAINER 4 MASK TYPE 1,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,14C22R212170004,CONTAINER 4 MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,1519M83P15,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1519M83P18,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,58828,CFMI
A320,1519M83P19,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1519M83P21,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1567A0000-01,MANUAL SELECTOR VALVE,52,"EASA, FAA, CAAC",,,,D9893,LIEBHERR
A320,1663214301,PROBE HEAT COMPUTER,30,"EASA, FAA, CAAC",,,,F9111,THALES
A320,1696M74P01,FUEL FLOW TRANSMITTER,73,"EASA, FAA, CAAC",,,,,
A320,1700667D,GROUND AUX PWR CONT UNIT,24,"EASA, FAA, CAAC",,,,99167,HAMILTON
A320,1803B0000-01,AIR COND SYST CONTROLLER,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1803B0000-02,AIR COND SYST CONTROLLER,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1806A0000-02,FLOW CONTROL VALVE,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1806B0000-01,FLOW CONTROL VALVE,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1806B0000-02,FLOW CONTROL VALVE,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1806D0000-01,FLOW CONTROL VALVE,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1809A0000-01,RAM AIR ACTUATOR,21,"EASA, FAA",,,,F1958,LIEBHERR
A320,1814A0000-02,AIR CYCLE MACHINE,21,"EASA, FAA",,X,X,F1958,LIEBHERR
A320,1820M27P12,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1820M27P16,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1820M27P18,ELECTRONIC CONTROL UNIT,73,"EASA, FAA, CAAC",,,,,
A320,1853M48P01,FUEL FLOW TRANSMITTER,73,"EASA, FAA, CAAC",,,,,
A320,1853M48P04,FUEL FLOW TRANSMITTER,73,"EASA, FAA, CAAC",,,,,
A320,1905A0000-01,SAFETY VALVE,32,"EASA, FAA, CAAC",,,,D9893,LIEBHERR
A320,195PN01Y01,TRIM POSITION PANEL,22,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,196PN01Y02,RUDDER TRIM INDICATOR,22,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,1X2005097-00,LIGHT LOGO,33,"EASA, FAA",,X,,D8095,GOODRICH
A320,201590001,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,201590002,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,201590002-010,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,201590002-020,MLG RETRACTION ACTUATOR,32,"EASA, FAA, CAAC",,,,K0654,MESSIER
A320,201590003,RETRACTION ACTUATOR,32,"EASA, FAA",,,,K0654,MESSIER
A320,2041217-0418,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041220-0410,WEATHER RADAR CTRL PANEL,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041220-0424,WEATHER RADAR CTRL PANEL,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041220-3231,WEATHER RADAR CTL UNIT,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041223-0411,WEATHER RDR CTL PANEL,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041223-0424,WRCP,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041223-3131,WRCP,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2041230-3518,"ILS RECEIVER, RIA35A",34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041230-3521,"ILS RECEIVER, RIA35A",34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041230-3532,ILS RIA 35A,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041444-0403,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041444-0404,WEATHER RADAR ANTENNA MOU,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041444-0424,DRIVE-WEATHER RADAR ANTEN,34,"EASA, FAA, CAAC",,,,97896,HONEYWELL
A320,2041446-0401,0168730/FLATE PLATE,34,"EASA, FAA",,,,97896,HONEYWELL
A320,2042M13P04,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,,
A320,2042M13P05,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,58828,CFMI
A320,2042M14P04,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,,
A320,2042M14P05,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,58828,CFMI
A320,205PN01,DC VOLTMETER,24,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,205PN01Y01,DC VOLTMETER,24,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,206PN01,DC VOLTMETER,24,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,20790-01AA,OUTFLOW VALVE,21,"EASA, FAA, CAAC",,X,,C0002,NORD-MICRO
A320,20790-02AC,OUTFLOW VALVE,21,"EASA, FAA, CAAC",,X,,C0002,NORD-MICRO
A320,20790-03AC,OUTFLOW VALVE,21,"EASA, FAA, CAAC",,X,,C0002,NORD-MICRO
A320,20790-20BA,OUT FLOW VALVE,21,"EASA, FAA",,X,,C0002,NORD-MICRO
A320,20791-02AB,"CONTROLLER-PRESSURE,CABIN",21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
A320,20791-03AB,"CONTROLLER-PRESSURE,CABIN",21,"EASA, FAA",,,,C0002,NORD-MICRO
A320,20791-13AC,"CONTROLLER-PRESSURE,CABIN",21,"EASA, FAA",,,,C0002,NORD-MICRO
A320,21071-01AA,ELECTRONIC BOX,21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
A320,21071-02AC,ELECTRONIC BOX,21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
A320,21071-03AC,ELECTRONIC BOX,21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
A320,210TS07Y,CONTROL LEVER,32,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,210TS07Y01,CONTROL,32,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,2121M47P01,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,,
A320,2121M48P01,ELECTRONIC CONTROL 5BL,73,"EASA, FAA, CAAC",,,,,
A320,2123M55P01,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,2123M55P02,ELECTRONIC CONTROL 5BQ,73,"EASA, FAA, CAAC",,,,,
A320,2123M55P03,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,2123M55P04,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,2123M56P01,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,2123M56P02,ELECTRONIC CONTROL 5BQ,73,"EASA, FAA, CAAC",,,,,
A320,2123M56P03,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,2123M56P04,ELECTRONIC CONTROL 5BM,73,"EASA, FAA, CAAC",,,,,
A320,215TS07Y00,CONTROL,32,"EASA, FAA, CAAC",,,,F0214,ZODIA AERO
A320,2234320-01-01,FLIGHT DATA INTERF MNGT U,31,"EASA, FAA",,,,98571,TELEDYNE
A320,2290B020000,VALVE-IP CHECK,36,"EASA, FAA, CAAC",X,X,,,
A320,2293B020000,"CHECK VALVE-PRESS,INTERM.",36,"EASA, FAA, CAAC",X,X,,F1958,LIEBHERR
A320,22C150120080001,CONTAINE OXYGENE,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150120080003,CONTAINER ASSY CHEMINAL,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150120080004,CONTAINER ASSY CHEMINAL,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150150320001,CONTAINER 02 ASSY,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150150320003,CONTAINER O� TOILETTE,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150150320004,CONTAINER 02 ASSY,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150240080001,CONTAINER-EMERGENCY MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150240080003,CONTAINER-EMERGENCY MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150240080004,CONTAINER-EMERGENCY MASK,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C150240320004,CONT ASSY 2 MASK EMERG OX,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C220120080004,CONTAINER O2_2MASKS,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22C220150320004,CONTAINER O2,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22G150150170400,LAVATORY EMERG CONTAINER,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,22G150150320400,LAVATORY EMERG CONTAINER,35,"EASA, FAA",,,,D1379,B/E AEROSPAC
A320,23545-01BA,EBOX,21,"EASA, FAA",,,,C0002,NORD-MICRO
A320,238-0101-501,I/C 320/5A/ SPEC CUSTOMER,71,"EASA, FAA, CAAC",,,,51563,ROHR
A320,238-0301-513,FAN COWL LH 5A STRAKE,71,"EASA, FAA, CAAC",,,,51563,ROHR
A320,238-0301-517,FAN COWL LH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0301-521,FAN COWL LH 5A STRAKE,71,"EASA, FAA",,,,,
A320,238-0301-525,FAN COWL LH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0301-529,FAN COWL LH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-511,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-515,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-519,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-523,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,51563,ROHR
A320,238-0302-527,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-531,FAN COWL RH 5A STRAKE,71,"EASA, FAA",,,,,
A320,238-0302-535,FAN COWL RH 5A STRAKE,71,"EASA, FAA",,,,,
A320,238-0302-539,FAN COWL RH 5A STRAKE,71,"EASA, FAA, CAAC",,,,,
A320,238-0302-543,FAN COWL RH 5A STRAKE,71,"EASA, FAA",,,,,
A320,238-1105-505,"FTR LH, CFM56-5A",78,"EASA, FAA, CAAC",,,,51563,ROHR
A320,238-1105-511,"FTR LH, CFM56-5A",78,"EASA, FAA, CAAC",,,,,
A320,238-1106-505,"FTR RH, CFM56-5A",78,"EASA, FAA, CAAC",,,,51563,ROHR
A320,238-1106-511,"FTR RH, CFM56-5A",78,"EASA, FAA, CAAC",,,,,
A320,238D1014-503,VALVE-ANTI ICE,30,"EASA, FAA, CAAC",,,X,,
A320,238M2160-501,INLET COWL 5A,71,"EASA, FAA, CAAC",,,,,
A320,241-246-022-004,EVMU,77,"EASA, FAA",,,,S3960,MEGGITT S.S
A320,2610-13-1,ELECTRONIC CLOCK,31,"EASA, FAA, CAAC",X,,,K5294,GE
A320,2704506-2,STARTER,49,"EASA, FAA",,X,,70210,HONEYWELL
A320,2704506-4,STARTER,49,"EASA, FAA, CAAC",,,,,
A320,2758,BATTERY A320,24,"EASA, FAA, CAAC",,X,,F6177,SAFT
A320,2944T100-1,POWER DRIVE UNIT,25,"EASA, FAA, CAAC",X,,X,C1572,TELAIR
A320,2944T100-3,POWER DRIVE UNIT,25,"EASA, FAA, CAAC",X,,X,C1572,TELAIR
A320,2LA003968-00,ANTICOLLISION LIGHT,33,"EASA, FAA",,X,,D8095,GOODRICH
A320,2LA005163-00,CREW LIGHTREAD,33,"EASA, FAA, CAAC",,,,D8095,GOODRICH
A320,2LA005303-01,LIGHT STROBE TAIL,33,"EASA, FAA",X,X,,D8095,GOODRICH
A320,2LA005303-05,LIGHT STROBE TAIL,33,"EASA, FAA",X,X,,D8095,GOODRICH
A320,2LA005467-00,WARNING LIGHT,52,"EASA, FAA, CAAC",,,,D8095,GOODRICH
