Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;NSA5399-8-20A;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5399-8-24;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5399-8-26;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5399-8-28;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5406-48-010;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5407-32-014;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5407-32-016;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5407-32-018;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5407-40-014;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5410-40-20;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5413-32-08;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5413-32-10;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5413-32-10;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5413-32-20;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5413-40-10;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-024-012;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-32-009;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-32-009;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-32-25;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-32-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-32-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-36-010;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-36-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-006;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-010;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-14;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-14;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-22;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-5;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-40-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-48-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-48-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-48-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414-48-18;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414N24-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414N32-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414N32-21;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5414N32-9;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-24-008;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-24-06;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-24-09;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-32-12;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-32-5;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-32-5;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-40-18;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-40-18;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-48-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-48-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-48-14;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-48-15;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415-48-5;RIVETS;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415N24-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415N32-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415N40-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5415N48-20;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5420-46;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5421-44;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54215-06-07;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-02;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-03;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-04;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-05;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-06;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-07;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-08;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-09;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-164-10;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-02;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-03;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-04;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-05;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-06;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-07;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-08;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-09;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-11;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-12;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-200-14;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-02;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-03;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-04;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-06;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-07;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-08;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-09;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-10;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-11;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-12;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-260-14;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-04;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-06;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-07;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-08;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-09;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-11;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54225-312-12;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-02;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-03;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-04;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-05;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-06;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-07;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-08;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-09;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-164-10;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-02;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-03;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-07;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-08;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-09;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-10;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-11;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-12;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-200-14;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-260-02;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-260-05;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-260-11;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-260-12;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-260-14;VISU LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-02;TBA;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-03;VISU LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-04;VISU LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-05;VISU LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-12;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-14;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA54226-312-16;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5426-03;RIVET SPLIT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5429-11;EYELET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5429-12;EYELET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5429-13;EYELET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5432-7;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5442-3-2;PIN;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5442-3-6;PIN;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5442-5-8;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5448-24-1;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5448-24-3;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5449-24-1;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5449-24-2;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5449-24-3;RIVET;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5455-08-05;SCREW NYLON;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5460-3-11;SCREW;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5460-3-13;SCREW;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5462-3-4;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5464-3-3;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5464-3-4;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5464-3-5;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5464-7-35;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5464-7-40;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5466-3-3;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5468-3-7;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5468-4-13;HI LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5468-4-13;HI LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5468-4-15;SCREW;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5468-4-8;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5475-5K7;NUT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5476VHK3-3;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5477VHK3-8;BOLT;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5478-3-19;HI LOCK;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5510-8AMN;BLOCK UPPER LOWER PIPE CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5510DA;RAIL;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55110-6;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5511-8-1-2;CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5512-3-1-1;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5512-3-1-1;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55131-003;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55131-103;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55131-117;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-003;FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-005;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-102;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-104;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-105;STUD FASTENER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-108;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-108;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-109;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA551-32-11;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-116;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-119;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-119;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-119;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-119;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55132-122;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55133-005;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55133-107;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55133-107;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55134-202;RECEPTACLE;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-004;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-006;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-104;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-106;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-107;STUD ASSY;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-109;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55137-109;STUD;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55144-002;WASHER;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55144-101;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55145-002;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55147-001;RING SNAP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55147-002;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55147-101;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55147-102;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA55148-017;RING;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5515-10;CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5515-12;CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5515-13;CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NSA5515-15;CLAMP;;;;9;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
