Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;77-000600-007-0;CACHE BOUTON TAB;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;770006000070029;COVER, TALE LATCH;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;770-702;CURRENT SENSING RELAY;;;;9;;;;;;;;;;;;F0553;;IND7;1
;770-756;NO LONGER AVAILABLE;;;;9;;;;;;;;;;;;F0553;;IND7;
;784717-2;SEE P/N 784-717-2;;;;9;;;;;;;;;;;;F0553;;IND7;
;784-717-2;SWITCH;;;;9;;;;;;;;;;;;F0553;;IND7;1
;784-718;AMPLI REGULATION;;;;9;;;;;;;;;;;;F0553;;IND7;1
;785-113-1;DETECTEUR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;785259-1;SEE P/N 785-259-1;;;;9;;;;;;;;;;;;F0553;;IND7;
;785-259-1;OVER TEMPERATURE SWITCH;;;;9;;;;;;;;;;;;F0553;;IND7;1
;785-403;TEMPERATURE SWITCH;;;;9;;;;;;;;;;;;F0553;;IND7;1
;785590-1;MAIN WINDSHIELD TEMP. CONTROL.;;;;9;;;;;;;;;;;;F0553;;IND7;
;785661-1;SEE P/N 785-661-1;;;;9;;;;;;;;;;;;F0553;;IND7;
;785-661-1;SIDE WINDOW HEAT CONT. UNIT;;;;9;;;;;;;;;;;;F0553;;IND7;
;788-123;FRONT FACE;;;;9;;;;;;;;;;;;F0553;;IND7;1
;78A5-0;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;2
;79-000700B330-0;CUSHION;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;79-070700B330-0;CUSHION;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;796-697-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-698-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-699-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796871-3;SEE P/N 796-871-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-871-3;HARNESS WITH LEVEL DETECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796947-3;SEE P/N 796-947-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-947-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-948-2;REPLACED BY P/N 796-948-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;796948-3;SEE P/N 796-948-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-948-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796949-3;SEE P/N 796-949-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-949-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796950-1;SEE P/N 796-950-1;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-950-1;JUNCTION BOX;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-966;PRESELECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-967;PRESELECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-977-1;REPLACED BY PN 796-977-2;;;;9;;;;;;;;;;;;F0553;;IND7;
;796977-2;SEE P/N 796-977-2;;;;9;;;;;;;;;;;;F0553;;IND7;
;796-977-2;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-979;PRESELECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;796-984;PRESELECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;1
;797-743;IDENTIFICATION PLATE;;;;9;;;;;;;;;;;;F0553;;IN D7;
;797-827;ID PLATE;;;;9;;;;;;;;;;;;F0553;;IND7;4
;798-017-2;REPLACED BY PN 798017-3;;;;9;;;;;;;;;;;;F0553;;IND7;
;798017-3;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;798-038;FUEL PROBE;;;;9;;;;;;;;;;;;F0553;;IND7;1
;798-058;EQUIP CODING WHEEL;;;;9;;;;;;;;;;;;F0553;;IND7;1
;798-078-1;REPLACED BY PN 798-078-2;;;;9;;;;;;;;;;;;F0553;;IND7;
;798-078-2;HARNESS;;;;9;;;;;;;;;;;;F0553;;IND7;1
;799338-1-0;FUSED ADAPTER;;;;9;;;;;;;;;;;;F0553;;IND7;1
;799339-1-0;FUSED ADAPTER;;;;9;;;;;;;;;;;;F0553;;IND7;1
;799341-1-0;FUSED ADAPTER;;;;9;;;;;;;;;;;;F0553;;IND7;1
;799342-1-0                    ;CAP;;;;9;;;;;;;;;;;;F0553;;IND7;
;799343-1-0                    ;CAP;;;;9;;;;;;;;;;;;F0553;;IND7;
;799344-1-0                    ;ADAPTER;;;;9;;;;;;;;;;;;F0553;;IND7;1
;799391-1-0;LIMITER;;;;9;;;;;;;;;;;;F0553;;IND7;1
;80-000100-010-0;AGRAFE;;;;9;;;;;;;;;;;;F0465;;SICMA;16
;8001006Y00;TAXI LIGHT;;;;9;;;;;;;;;;;;F0280;;ECE;1
;800ZN01-05-28A;RELAY;;;;9;;;;;;;;;;;;F0214;;ECE;1
;801387-03;GENERTR;;;;9;;;;;;;;;;;;F5341;;IND4;1
;80-5-0;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;806041-2;FLANGED PLATE;;;;9;;;;;;;;;;;;F0553;;IN D7;3
;810UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;810UN01S4BA5A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;810UN01S4BF0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;810UN01S4BJ0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;810ZN01;UNIT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;811UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;815-3;SOLENOID;;;;9;;;;;;;;;;;;F0280;;ECE;
;817-615-0-0;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;817-615-01;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;817-615-0J;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;820UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;823UN01S4BA5A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;825UN01A4AC0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;840UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;843UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;843UN01S4BJ0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;84595-3;SCREW;;;;9;;;;;;;;;;;;F0422;;IND2;17
;845UN01A4AC0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;845UN01L4AD0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;845UN01P4AC0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;8525-02H10B6PN;CONNECTR;;;;9;;;;;;;;;;;;F0422;;IND2;1
;8525-02H10B6PW;CONNECTR;;;;9;;;;;;;;;;;;F0422;;IND2;1
;8525-02H14B19PN;CONNECTOR;;;;9;;;;;;;;;;;;F0280;;ECE;
;852510R12B10PNH;CONNECTOR;;;;9;;;;;;;;;;;;F0553;;IND7;
;8525-10R14B5PN;CONNECTOR;;;;9;;;;;;;;;;;;F0280;;ECE;1
;863-030-09;RING;;;;9;;;;;;;;;;;;F0422;;IND2;286
;86-5-0;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;870UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;870UN01S4BA5A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;870UN01S4BJ0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;882UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;883UN01S4BA0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;8850-000-0;CLAMP;;;;9;;;;;;;;;;;;F0422;;IND2;1
;885UN01A4AD0A;SWITCH;;;;9;;;;;;;;;;;;F0214;;ECE;1
;891311-14;CYLINDER VALVE ASSY;;;;9;;;;;;;;;;;;F5341;;IND4;1
;8X2Z109;PACKING;;;;9;;;;;;;;;;;;F0422;;IND2;9
;90-000100-050-0;IAT LINK;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000100-705-0;PROTEGE TETON (SANS HAR);;;;9;;;;;;;;;;;;F0465;;SICMA;200
;90-000100-730-0;LEGFRON;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000100-950-0;BOTTOM DIAPHRAGM;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000101-042-0;SPACER;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000103-760-0;CROSS TUBE-TRAVERSE INF PIED;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000120-790-0;ENS VERROU AR;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000120-793-0;PROTEGE VERROU (SANS HAR);;;;9;;;;;;;;;;;;F0465;;SICMA;200
;90-000123-790-0;ENS VERROU;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000124-790-0;FITTING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000125-790-0;ENS VERROU DE PIED;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000147-903-3;POCHETTE GILET SAUVETAGE;;;;9;;;;;;;;;;;;F0465;;SICMA;
;90-000149-903-3;POCHETTE GILET SAUVETAGE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000150-070-0;BRIDGE  ;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000151-900-0;TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000152-903-3;POCHETTE GILET SAUVETAGE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000154-900-0;TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000155-900-1;TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000155-900-2;TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000162-200-3;ENS CROSSE CENT SPREDER LH CENTRAL ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000170-100-3;ENS CROSSE LAT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000170-100-4;ENS CROSSE LAT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000185-300-3;ENS CROSSE CLOISON;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000185-300-4;WALL SIDE SPREADER ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000200-013-0;AGRAFE RESSORT POCHETTE;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000200-112-0;SPACER;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000200-114-0;SPACER;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000200-120-2;FITTING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000200A040-2;CAPOT BAS DOS STD;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000204A000-2;BACK AY-ENS DOSSIER;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000310-100-2;STRUCT ACCD LAT (PCU);;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000350-100-1;STRUCT ACCD IAT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000350-100-2;STRUCT ACCD IAT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000400-100-1;STRUCT ACCD CENT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000400-100-2;STRUCT ACCD CENT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000410-100-2;ARM STRUCT-STRUCT ACC CENT (PC;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000500-001-0;SPACER LOCK SLIDE;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000500-003-0;BUSHING FOOD TRAY;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000500-011-0;BUSHING OPPOSIT SLIDE;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000500-012-0;ENTRETOISE;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000500-016-0;AXE VERROU;;;;9;;;;;;;;;;;;F0465;;SICMA;5
;90-000500-050-0;BROCHE A BILLES;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000500-090-0;EXCENTRIQUE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000500-115-0;GUIDE DE BOUTON;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000500-116-0;SPACER;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000500-117-0;CAP;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-000500-118-0;PUSHER;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;90-000500-200-0;BIELLETTE LIAISON EQ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000500-727-0;RONDELLE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000501-001-0;SPACER OPPOSITE SLIDE;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000501-008-0;AXE SUPPORT VERROU;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000501-010-0;AXE BIELLETTE;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000600-620-1;FARING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000600-620-2;FARING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000601-010-0;SPACER-ENTRETOISE;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;90-000601-723-1;H070 - CAPOT ACCD CENT+ETIQ.H;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000605A710-1;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000605A710-2;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000608A713-1;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000608A713-2;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000610-070-0;ENS PORTE MANTEAU;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000622A740-0;FAIRING FRONT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000624A740-0;FAIRING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000636-005-0;SPRING-RESSORT DE POCHETTE;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;90-000642A750-0;AFT  FAIRING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000650-100-1;ESCTCHN;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000650-100-2;ESCTCHN;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000650-300-0;MARCHEPIED;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000654A740-0;CAPOT IAT (CLOISON);;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000655-100-1;ENJOL IAT + TAB;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000655-100-2;ENJOL IAT + TAB;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000657A760-0;FAIRING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000662A228-1;DEMI CAPOT EXT G (SOYAGE);;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000700-260-0;HOUS TETIERE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000700C200-0;HEADREST-ENS TETIERE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000700C232-0;HOUSSE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000719C430-0;COUS DOS + FBL TRONQUE STD;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000732B330-0;COUS ASS + FBL;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000751B330-0;BOT CUSH + FBL;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000756C430-0;BACK CUSH + FBL DAM;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000781B330-0;CUSHION IAT BOTTOM;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000800-003-0;BIELLETTE;;;;9;;;;;;;;;;;;F0465;;SICMA;6
;90-000800-004-0;AXE TAB IAT;;;;9;;;;;;;;;;;;F0465;;SICMA;17
;90-000800-008-0;STOP;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;90-000800-010-1;BEARING, LH;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000800-010-2;BEARING, RH;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000900-021-0;NUT-ECROU PORTE-VERRE;;;;9;;;;;;;;;;;;F0465;;SICMA;8
;90-000901-400-0;TUBE ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-000908A000-0;ENS TAB DORSALE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001151-900-0;ENS TOLE ASS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001153-900-0;ENS TOLE ASS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001154-900-0;TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001155-900-1;BOTTOM SHEATH ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001155-900-2;BOTTOM SHEATH ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001161-900-1;SHEET BOTTOM;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001161-900-2;SHEET BOTTOM;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001178-900-0;BOTTOM SHEET METAL ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001183-900-1;ENS TOLE ASS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001183-900-2;ENS TOLE ASS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001489-100-1;STRUCTURE L.H;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001489-100-2;STRUCTURE R.H;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001706B331-0;CUSHLON;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-001900-300-1;ENS BRAS TAB VERT EQ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-002500-116-0;ENTRETOISE;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;90-002600A710-1;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-002600A710-2;CAPOT;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-002600A800-1;COVER KICK;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-002848-000-0;NIVEAU INTERMED. APPUI-PIEDS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;90-020;NUT;;;;9;;;;;;;;;;;;F0214;;ECE;13
;900VR02B50;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C55AQD;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C55AQJ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C71AJP;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C71AJQ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C71ANQ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C71APF;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C74ARB;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3C79ZAW;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AHM;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AHP;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AJK;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AJL;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AJM;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AJS;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41ANP;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AQV;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AQW;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41ASA;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D41AVT;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02S3D48ANZ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3C63ARU;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3C71AJQ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AGL;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AGR;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AGS;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AGT;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AJR;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41AJS;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41ANT;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41ANU;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41ANW;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41APA;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41APB;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02U3D41APJ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63AGM;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63AGU;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63AGV;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63AJJ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63ANV;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR02V3C63AQR;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2EW3C53ZAN;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2SX3D44ZAG;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2SX3D44ZAH;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2UX3D44ZAJ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2UX3D44ZAK;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2UX3D44ZAL;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2VX3C55ZAP;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2VX3C55ZAZ;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2VZ3C54ZBN;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2VZ3D45ZBP;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;900VR2Z3D45ZAM;LIGHT;;;;9;;;;;;;;;;;;F0214;;ECE;1
;91-000000-002-1;CABLE GUARD-PROTEGE CABLE;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;91-000100-703-0;TRACK FITTING STOP;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;91-000100-726-0;BUSHING;;;;9;;;;;;;;;;;;F0465;;SICMA;5
;91-000101-707-0;STUD;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;91-000101-708-0;PLONGEUR AV;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000602-005-0;SPRING POCKET;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;91-000609-005-0;SPRING;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000701-360-0;BOT COVER-HOUSSE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000704C430-0;BACK CUSH +  FBL;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000755-460-0;HOUS DOS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000755C430-0;ENS MOUS DOS + FBL;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000800-022-0;SHAFT;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;91-000803-106-0;PASSANT;;;;9;;;;;;;;;;;;F0465;;SICMA;4
;91-000900-200-0;FITTING;;;;9;;;;;;;;;;;;F0465;;SICMA;2
;91-000910-300-1;ARM TABLE, LH VERTICAL;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000910-300-2;ENS BRAS TAB VERT EQ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000910-350-1;ENS BRAS TAB VERT EQ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000910-350-2;ENS BRAS TAB VERT EQ;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000911A000-0;BACK TAB AY-ENS TAB DORSALE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-000913A000-0;BACK TAB AY-ENS TAB DORSALE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-001793B331-0;MOUS ASS;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91010-500-062-0;SPACER-ENTRETOISE ATTACHE CEIN;;;;9;;;;;;;;;;;;F0465;;SICMA;6
;91010-600-901-0;FILET;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91010-903-355-0;SPRING;;;;9;;;;;;;;;;;;F0465;;SICMA;3
;91-011722-360-0;HOUS ASS LARGE LEISURE 9509;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91-011772B331-0;MOUS ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;91400-600A725-2;FAIRING RH ARMREST;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;9200.297.0;RING 3500X200-61D6;;;;9;;;;;;;;;;;;F0422;;IND2;5
;92-000100-200-1;SPREADER;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;92-000102-900-0;DIAPHRAGM ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;92-000102-900-1;BOTTOM SHEET ASSY;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;92-000121-790-0;LOCK;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;92-000151-900-1;SHEET METAL-ENS TOLE ASSISE;;;;9;;;;;;;;;;;;F0465;;SICMA;1
;92-000300-100-1;STRUCTUR;;;;9;;;;;;;;;;;;F0465;;SICMA;1
